#ID	start_group[0-10]	arrival_time_s_after_start
M10618	10	5655.0
F9352	9	5655.0
F11144	10	5656.0
P2000	9	5656.0
M12714	9	5656.0
M10279	10	5656.0
F9283	9	5657.0
M11179	10	5657.0
M9725	9	5658.0
M12822	10	5658.0
P1444	8	5659.0
F9153	9	5659.0
M9723	9	5660.0
M9264	9	5660.0
F9260	9	5660.0
M10276	10	5661.0
M9151	9	5661.0
M8331	8	5662.0
F9053	9	5663.0
F10010	10	5664.0
F10447	10	5664.0
M9282	9	5665.0
M11967	10	5665.0
F12467	10	5665.0
M10892	10	5665.0
P1054	10	5665.0
M9386	9	5666.0
P2193	10	5666.0
M9867	9	5667.0
M10711	10	5667.0
M9101	9	5668.0
M13187	9	5668.0
M8716	8	5668.0
F10161	9	5668.0
P1071	9	5669.0
P1118	9	5669.0
M9597	9	5669.0
F8226	8	5670.0
F10081	10	5671.0
M10201	10	5671.0
M9112	9	5672.0
M11133	10	5673.0
F10407	10	5674.0
F9299	9	5674.0
P2543	8	5674.0
F9239	9	5675.0
M10000	10	5675.0
F11510	10	5677.0
F10100	10	5677.0
M9939	9	5677.0
M9450	9	5677.0
F11695	9	5677.0
M6126	6	5678.0
M11861	9	5678.0
M7214	7	5678.0
M10629	9	5679.0
F10896	8	5679.0
F10884	10	5679.0
M11111	10	5680.0
M10463	10	5680.0
M11152	10	5680.0
F10007	10	5680.0
F9179	9	5680.0
F9365	9	5681.0
M9541	9	5681.0
F10629	10	5682.0
F11097	9	5682.0
M9072	9	5682.0
F9067	9	5682.0
M11270	10	5682.0
M11134	10	5683.0
M12780	8	5683.0
M9966	9	5683.0
M13124	10	5684.0
F3036	3	5684.0
F11303	10	5684.0
M9128	9	5685.0
M11431	10	5685.0
M10398	10	5686.0
M9668	9	5686.0
M9686	9	5686.0
M12233	10	5686.0
F9147	9	5687.0
M10995	10	5687.0
P1272	8	5687.0
M13125	10	5688.0
F9012	9	5688.0
M9753	9	5688.0
M12553	10	5688.0
M12535	10	5688.0
F12445	9	5689.0
M9750	9	5689.0
P2648	8	5690.0
M10633	10	5690.0
M12267	10	5690.0
M6241	6	5691.0
P2939	9	5691.0
M13130	9	5692.0
M11783	10	5692.0
M10981	10	5692.0
F11453	9	5693.0
M9232	9	5693.0
M13019	10	5693.0
M9410	9	5693.0
F10343	9	5694.0
M11947	10	5694.0
F9145	9	5694.0
M6125	6	5694.0
F10724	10	5695.0
M10788	10	5696.0
F9045	9	5696.0
M9609	9	5696.0
F9235	9	5697.0
F11305	9	5697.0
M10802	10	5697.0
M10272	10	5698.0
P2060	8	5699.0
P2595	9	5699.0
M11622	10	5699.0
F11186	9	5699.0
M11463	10	5701.0
M9029	9	5701.0
M9027	9	5701.0
M8513	8	5701.0
M8542	8	5702.0
F9062	9	5702.0
M10668	10	5703.0
M12205	10	5704.0
M9223	9	5704.0
M9020	9	5704.0
M9976	9	5706.0
V772	5	5706.0
M13085	6	5706.0
M9989	9	5707.0
P2101	10	5707.0
F12486	9	5707.0
F9340	9	5708.0
M9352	9	5709.0
M9262	8	5709.0
M9803	9	5710.0
M9415	9	5710.0
F9181	9	5710.0
F10586	9	5711.0
M9598	9	5711.0
M10670	9	5711.0
F11211	8	5712.0
M9117	9	5713.0
M9943	8	5713.0
M12973	10	5714.0
F9139	9	5715.0
M9008	9	5716.0
M9094	9	5718.0
F10473	9	5719.0
F11736	9	5719.0
F10740	9	5719.0
M10221	10	5719.0
M10064	7	5720.0
F9135	9	5721.0
F9176	9	5721.0
M10757	10	5722.0
M10991	10	5722.0
M10224	10	5722.0
M11481	10	5724.0
M9440	9	5724.0
M9929	9	5725.0
M11946	10	5725.0
P1221	9	5726.0
F9150	9	5727.0
M12481	10	5728.0
F9358	9	5729.0
M12479	10	5729.0
F10095	10	5731.0
F10076	10	5731.0
M11945	10	5732.0
M10546	10	5733.0
M1029	9	5733.0
M4918	9	5734.0
M9797	9	5735.0
M12505	10	5735.0
M13379	9	5735.0
P1665	9	5736.0
M9829	8	5737.0
P1502	9	5738.0
M12390	8	5739.0
M11583	9	5740.0
P2687	9	5740.0
M9260	9	5741.0
M8961	8	5742.0
M9360	9	5742.0
F10805	10	5742.0
M9084	9	5743.0
M11061	10	5743.0
P2509	10	5744.0
M9772	9	5745.0
P1878	9	5746.0
M9209	9	5746.0
M11608	9	5746.0
M10130	10	5747.0
F10241	9	5748.0
M10697	10	5749.0
M7381	7	5749.0
F8068	8	5749.0
F10238	9	5749.0
F10103	10	5750.0
F10253	9	5751.0
M9630	9	5751.0
F8242	8	5752.0
M8957	8	5752.0
M10824	10	5753.0
M12237	9	5753.0
F9380	9	5754.0
M10841	10	5755.0
P1770	8	5755.0
F11446	9	5756.0
P2372	9	5757.0
F11054	9	5757.0
M9651	9	5759.0
M11453	10	5760.0
M8263	8	5761.0
M12892	10	5762.0
F11107	8	5762.0
F10761	10	5763.0
F11008	9	5763.0
P1222	8	5765.0
F9328	8	5767.0
M11690	9	5767.0
M13255	10	5767.0
F9048	8	5767.0
M9882	9	5768.0
F10298	10	5774.0
F10297	10	5774.0
F8149	8	5776.0
F9204	9	5776.0
F10101	10	5777.0
F9208	9	5778.0
F11331	9	5779.0
M13339	9	5779.0
F10198	10	5779.0
M9657	9	5780.0
F11743	8	5780.0
F10897	9	5781.0
M13331	9	5782.0
M11796	10	5783.0
F10891	10	5784.0
M10420	10	5785.0
M11914	10	5785.0
M9591	9	5785.0
M11280	7	5785.0
F10730	10	5786.0
M10787	10	5786.0
F10941	9	5787.0
M11455	10	5787.0
P1714	8	5788.0
M9160	9	5789.0
F9165	9	5789.0
M10832	10	5789.0
M10252	10	5790.0
M9161	9	5790.0
M11590	10	5793.0
P1743	10	5793.0
F9242	9	5794.0
F10768	10	5795.0
M7743	5	5795.0
F9294	9	5795.0
M9100	9	5795.0
F10160	10	5796.0
P2809	8	5796.0
M9759	9	5797.0
M11822	10	5797.0
M10568	10	5797.0
M9743	9	5799.0
M11956	10	5799.0
M8261	8	5799.0
F9112	9	5799.0
M9418	9	5800.0
F10392	10	5800.0
F11194	9	5801.0
M9986	9	5801.0
F9138	9	5802.0
F11490	10	5802.0
M9420	9	5802.0
P1937	9	5803.0
M11912	10	5803.0
P2647	8	5803.0
M9737	9	5804.0
F9345	9	5804.0
M9385	8	5804.0
F10402	10	5805.0
M6807	6	5805.0
M10754	10	5805.0
P2082	8	5806.0
F10483	9	5806.0
F10400	10	5807.0
F10751	10	5807.0
M10071	10	5808.0
M10656	10	5809.0
M11060	9	5809.0
M10262	10	5809.0
F10214	10	5809.0
F11480	10	5810.0
F10519	10	5810.0
F9168	9	5810.0
M11058	9	5811.0
F10213	10	5812.0
F10232	10	5812.0
F10387	9	5812.0
M9131	9	5813.0
M11913	10	5814.0
F11115	10	5814.0
P1989	9	5815.0
F10719	10	5815.0
M11146	10	5815.0
M11915	10	5815.0
M11403	10	5817.0
F11371	10	5817.0
M10250	10	5818.0
P2694	10	5818.0
M10734	10	5818.0
M10928	10	5818.0
M10149	10	5819.0
M10663	10	5819.0
M10264	10	5819.0
F10411	10	5820.0
F10593	9	5820.0
M11176	10	5820.0
M11706	10	5821.0
M10808	10	5822.0
M10661	10	5822.0
M9826	9	5823.0
M9011	9	5823.0
M10660	10	5823.0
M10493	10	5823.0
F9213	9	5823.0
M7009	7	5824.0
M10679	10	5824.0
F9313	9	5824.0
M10339	10	5825.0
F10780	10	5825.0
M12202	10	5825.0
F10144	10	5825.0
M10681	10	5826.0
F11697	9	5826.0
M10680	10	5826.0
F10863	9	5827.0
F10271	10	5827.0
M11480	10	5827.0
F10220	9	5827.0
M6467	6	5828.0
M12694	10	5828.0
F9377	9	5828.0
M10053	10	5828.0
M11120	10	5828.0
M12731	10	5829.0
M10055	10	5829.0
F10430	10	5830.0
M12906	10	5830.0
F11734	9	5830.0
P3019	8	5830.0
M8283	8	5831.0
P1976	10	5831.0
M12137	9	5831.0
M10735	10	5831.0
P1668	6	5831.0
F11197	10	5832.0
F10951	8	5832.0
F11397	10	5832.0
F11661	8	5832.0
P1975	10	5833.0
M9514	8	5833.0
F9156	9	5833.0
M10792	10	5834.0
M9269	9	5834.0
M7165	7	5834.0
F9006	9	5834.0
F9160	9	5835.0
M9339	9	5835.0
F10194	10	5835.0
F9128	9	5836.0
M9494	9	5836.0
P2080	9	5836.0
M9813	9	5837.0
F10773	10	5837.0
M7010	7	5837.0
M10648	10	5838.0
M8388	8	5839.0
F10920	9	5839.0
M10674	10	5839.0
P1755	10	5840.0
M9579	9	5841.0
M5693	5	5841.0
P2144	9	5842.0
P1170	10	5842.0
F10556	10	5842.0
F11541	9	5842.0
F9091	9	5843.0
F10261	10	5843.0
F11013	10	5843.0
F10267	10	5843.0
M11440	10	5844.0
M9995	9	5845.0
F10125	8	5845.0
F6081	9	5845.0
F11687	9	5845.0
M12194	9	5846.0
M9076	9	5846.0
M11625	10	5847.0
M12968	10	5847.0
F10803	9	5847.0
F6074	9	5847.0
M10501	10	5848.0
F10222	10	5848.0
M10912	10	5849.0
F11605	9	5849.0
F11737	9	5851.0
M12522	10	5851.0
M9967	9	5852.0
M12296	10	5853.0
M10593	10	5854.0
M9822	9	5855.0
F11064	9	5855.0
M12691	9	5856.0
F11113	9	5857.0
P1852	9	5857.0
F9331	8	5858.0
M12326	10	5858.0
M12185	10	5859.0
F9262	9	5860.0
P2843	10	5861.0
M10180	10	5861.0
M9298	9	5862.0
M9273	9	5862.0
M10486	10	5863.0
M10189	10	5863.0
F10597	10	5864.0
M13092	5	5864.0
M11905	10	5864.0
P1299	9	5864.0
F9107	9	5865.0
P2471	10	5866.0
M9312	9	5866.0
M9194	9	5868.0
M11004	9	5869.0
M10608	10	5869.0
F11586	10	5870.0
F10071	10	5870.0
M10478	10	5871.0
M10328	10	5871.0
M10602	10	5871.0
M9796	9	5871.0
M10346	10	5872.0
M12063	10	5874.0
P2105	9	5875.0
F9353	9	5875.0
M10338	10	5876.0
M8330	8	5877.0
P2362	9	5878.0
M10285	10	5878.0
M12571	8	5879.0
M9842	9	5880.0
M9670	9	5881.0
M12002	10	5881.0
M11789	10	5882.0
M11487	10	5882.0
M11792	10	5882.0
F10777	9	5883.0
M9478	9	5884.0
M9241	9	5886.0
F10570	9	5887.0
M9848	9	5889.0
F10264	10	5890.0
F9388	9	5891.0
M10803	10	5891.0
F10518	10	5892.0
M12064	10	5892.0
M10090	8	5892.0
F10786	10	5894.0
F9089	9	5895.0
F8086	9	5895.0
F10050	10	5895.0
P1696	10	5895.0
M9204	9	5896.0
M10652	10	5897.0
M9280	9	5897.0
M12687	10	5897.0
M9268	9	5898.0
P1691	9	5898.0
M10689	10	5898.0
M12200	10	5899.0
F10245	10	5899.0
M8376	8	5900.0
M11996	10	5900.0
M9325	9	5900.0
M9172	9	5901.0
F9287	9	5902.0
F11681	9	5903.0
F11680	9	5903.0
F10154	10	5903.0
M12419	9	5903.0
F10087	10	5904.0
F10448	9	5905.0
M10591	10	5905.0
M11997	10	5905.0
F9271	9	5907.0
M11841	10	5907.0
M4504	4	5907.0
M11754	10	5907.0
F11143	9	5907.0
F10640	9	5908.0
F9183	9	5908.0
M10379	10	5909.0
F9329	9	5909.0
M9319	9	5909.0
M10540	10	5910.0
M9677	9	5911.0
M10617	10	5911.0
M9193	9	5912.0
F10919	9	5912.0
F10111	10	5913.0
P2967	9	5914.0
P1823	8	5915.0
M10695	10	5916.0
M9080	9	5916.0
P2864	9	5916.0
M12203	10	5917.0
M10133	10	5917.0
F8224	8	5919.0
M10022	10	5919.0
M5532	5	5920.0
M10710	10	5921.0
F10041	10	5921.0
M9847	9	5922.0
M8909	8	5923.0
F11035	7	5924.0
F10609	10	5925.0
M12249	10	5925.0
F10082	10	5926.0
F11732	10	5926.0
M12152	7	5926.0
M12052	10	5926.0
M9248	9	5928.0
M9474	9	5928.0
M12396	10	5928.0
F10153	10	5929.0
F11469	9	5930.0
F11676	10	5932.0
M9885	9	5934.0
P1991	9	5935.0
M10254	10	5935.0
M9965	9	5936.0
F10085	10	5937.0
M9449	9	5937.0
M10557	10	5938.0
M10645	10	5939.0
M12333	7	5939.0
M12151	7	5940.0
M11784	10	5940.0
F10893	9	5943.0
P2164	9	5943.0
M12640	10	5943.0
M7717	7	5943.0
M11902	10	5945.0
F9203	9	5945.0
M11932	10	5946.0
M9879	9	5947.0
M8265	8	5949.0
M9620	9	5949.0
F10880	9	5949.0
F10552	9	5950.0
M9696	9	5951.0
M12568	8	5951.0
P3042	8	5951.0
F10507	10	5952.0
M10658	10	5952.0
M10427	7	5952.0
M12671	10	5953.0
F9163	9	5953.0
F8218	8	5953.0
P1311	10	5954.0
M12425	10	5955.0
M11200	10	5955.0
P2847	9	5955.0
P1990	9	5956.0
F8016	8	5956.0
F10443	9	5956.0
M9857	9	5956.0
M8315	8	5957.0
M10378	10	5957.0
F10436	9	5957.0
P1085	7	5958.0
F10066	10	5958.0
M11923	10	5958.0
M1027	10	5958.0
M11985	10	5959.0
M12670	10	5959.0
F11057	9	5959.0
M10644	10	5960.0
M11317	10	5960.0
M10637	10	5960.0
M10127	10	5962.0
M12076	10	5962.0
F11577	10	5962.0
M12835	7	5963.0
F9343	8	5963.0
M12204	10	5963.0
M9816	9	5964.0
F10992	10	5964.0
M9838	9	5964.0
M12799	10	5965.0
F10490	9	5965.0
F10404	9	5965.0
M1028	10	5965.0
F9094	9	5966.0
M9479	9	5966.0
M10699	10	5966.0
M11527	10	5966.0
M13360	10	5967.0
M11916	10	5967.0
F11552	10	5967.0
M9130	9	5967.0
M11063	10	5968.0
F11498	10	5969.0
F11508	10	5969.0
M11515	10	5969.0
F10474	9	5970.0
M11734	10	5970.0
F10372	9	5970.0
M13367	10	5971.0
M9794	9	5971.0
M10543	10	5971.0
M10251	10	5971.0
F10403	8	5971.0
F11045	9	5972.0
F11088	9	5972.0
M10485	10	5972.0
M4531	8	5973.0
F10986	8	5973.0
M10003	10	5973.0
M10612	10	5974.0
F10104	10	5974.0
M10137	10	5975.0
M12028	9	5975.0
M9054	9	5975.0
F7063	7	5975.0
M10726	10	5975.0
M9771	9	5976.0
M12281	8	5976.0
M10730	10	5976.0
F11061	9	5977.0
M11150	10	5977.0
M11925	10	5978.0
M12101	10	5978.0
F11585	10	5978.0
M9798	9	5978.0
M11778	10	5979.0
M11560	10	5979.0
F11306	10	5980.0
F10029	10	5980.0
M11549	10	5980.0
F9068	9	5980.0
M10992	10	5980.0
M11968	10	5981.0
F10788	10	5981.0
F10025	10	5982.0
F12460	10	5982.0
F10934	9	5982.0
V1143	5	5982.0
F9274	9	5983.0
M9037	9	5983.0
M10569	10	5983.0
M9866	9	5983.0
M9958	9	5983.0
M10977	10	5984.0
M8905	8	5985.0
M7221	7	5985.0
M13052	9	5985.0
M12899	9	5985.0
M10118	10	5986.0
F9070	9	5986.0
M9113	9	5987.0
M11576	10	5987.0
P2136	10	5987.0
M10205	10	5988.0
M9412	9	5988.0
M10896	7	5988.0
F11102	10	5988.0
M9729	9	5989.0
M13156	10	5989.0
F11617	10	5990.0
F10172	9	5990.0
F11478	9	5990.0
M10690	10	5991.0
F9357	9	5991.0
F12469	9	5991.0
P2419	10	5991.0
F10955	8	5992.0
M12531	9	5992.0
M11816	10	5992.0
M10839	7	5992.0
M9258	9	5993.0
M12882	10	5993.0
M9543	9	5993.0
M13229	8	5994.0
M5552	5	5994.0
M9795	9	5994.0
M10709	10	5995.0
M7641	7	5995.0
M11660	10	5995.0
M12689	10	5996.0
M10102	10	5996.0
M11793	10	5996.0
P2314	9	5996.0
M13116	10	5997.0
M10835	10	5997.0
M9169	9	5997.0
F9351	9	5998.0
M8455	8	5998.0
M8917	8	5998.0
M13209	10	5998.0
F11262	8	5998.0
M11522	10	5999.0
P1200	10	5999.0
M10286	10	6000.0
F10028	10	6000.0
M10911	10	6001.0
M9713	9	6001.0
F11126	10	6002.0
M11531	9	6002.0
M11183	10	6002.0
M10143	10	6002.0
M9007	9	6002.0
F9195	9	6003.0
M11869	9	6003.0
F11201	9	6003.0
M13151	10	6004.0
F10401	10	6005.0
M10290	10	6005.0
M8876	8	6005.0
F2009	9	6005.0
F10077	10	6005.0
M11164	10	6006.0
M13273	8	6007.0
M11187	10	6007.0
M10289	10	6007.0
M12197	10	6007.0
M9590	9	6007.0
M10959	9	6009.0
P2069	9	6009.0
P2519	10	6009.0
M11170	10	6009.0
F9199	9	6009.0
F10485	9	6010.0
M10997	10	6010.0
M13226	9	6011.0
M11420	10	6011.0
M11301	10	6011.0
P2849	9	6012.0
F11026	9	6012.0
M10858	9	6013.0
M12943	9	6013.0
M11434	10	6013.0
F9087	9	6013.0
M10916	10	6014.0
M10327	10	6014.0
F10568	10	6014.0
F11329	9	6014.0
M10128	10	6015.0
F11390	10	6016.0
M11720	10	6016.0
M9292	9	6016.0
M11059	10	6016.0
F11391	10	6017.0
M9376	9	6017.0
F10750	10	6017.0
M10476	10	6018.0
P1601	10	6018.0
M12533	8	6018.0
M9688	9	6019.0
F10706	10	6020.0
M12755	10	6020.0
M9641	9	6020.0
F11567	9	6020.0
M11488	10	6020.0
M9121	9	6021.0
M9632	9	6021.0
F11377	9	6021.0
M12615	9	6022.0
M9245	9	6023.0
M3410	10	6023.0
F10250	10	6023.0
F9326	9	6023.0
M11930	10	6024.0
F11141	9	6024.0
F11140	9	6025.0
F10248	10	6025.0
P2766	10	6025.0
F10235	10	6026.0
M9828	9	6026.0
M11000	7	6026.0
M13219	10	6026.0
M12378	10	6027.0
M10496	10	6027.0
F9225	9	6028.0
M9217	9	6028.0
M10647	10	6028.0
M11711	10	6028.0
F10038	10	6029.0
P1821	6	6029.0
M12071	10	6029.0
F10936	8	6029.0
F8015	8	6030.0
M12256	10	6030.0
P1432	9	6030.0
M11341	10	6031.0
M8308	8	6031.0
M13102	10	6032.0
F10166	10	6032.0
M9655	9	6032.0
F11343	10	6033.0
M11272	8	6033.0
M7038	7	6033.0
M10361	10	6034.0
P1160	10	6034.0
M11294	7	6034.0
F11317	10	6035.0
P2158	8	6035.0
F10080	10	6036.0
F10745	10	6036.0
P1086	9	6036.0
F10500	10	6036.0
M10908	10	6037.0
F9052	9	6038.0
M12077	10	6038.0
M8686	8	6038.0
F10061	10	6039.0
F10527	10	6039.0
P2018	8	6039.0
M10255	10	6040.0
P2019	8	6040.0
M11554	10	6040.0
M12408	9	6041.0
M11289	10	6042.0
F10309	10	6042.0
M11993	10	6043.0
F10935	9	6043.0
F10937	8	6044.0
M8788	8	6044.0
F10334	10	6044.0
M11519	10	6044.0
M11843	10	6045.0
M11723	10	6045.0
F9043	8	6045.0
M11588	10	6047.0
F10709	10	6047.0
M9947	9	6047.0
M10828	10	6048.0
F11191	9	6048.0
M10881	10	6048.0
M10218	10	6048.0
P1782	9	6048.0
M10220	10	6049.0
F10306	8	6049.0
M12148	10	6050.0
F10797	9	6050.0
F11357	9	6050.0
M10701	10	6051.0
P2972	7	6051.0
M9434	9	6051.0
M11643	10	6053.0
F9162	9	6053.0
F10942	9	6053.0
P1504	9	6054.0
M10631	10	6055.0
F10113	10	6055.0
M11209	10	6056.0
M13358	10	6057.0
F10918	9	6057.0
M9821	9	6057.0
M12236	9	6057.0
F11587	9	6058.0
M10729	10	6059.0
M11174	10	6059.0
M10728	10	6059.0
M9621	9	6060.0
M9650	9	6060.0
M10528	10	6061.0
M11337	10	6062.0
F10244	10	6062.0
F10700	10	6062.0
M10495	10	6063.0
M9890	9	6063.0
M12709	9	6063.0
M9338	9	6064.0
M12735	10	6064.0
F9361	9	6065.0
M9607	9	6065.0
F11609	9	6066.0
M9187	9	6066.0
M4019	4	6066.0
M10273	10	6067.0
M10337	10	6068.0
F10413	9	6068.0
F9190	9	6068.0
M12760	9	6068.0
F10279	9	6069.0
M6246	6	6069.0
M10353	10	6070.0
M13343	10	6070.0
F9219	9	6070.0
M11485	10	6070.0
M9451	9	6071.0
M10310	10	6072.0
M9851	9	6072.0
M11303	10	6072.0
M7999	6	6073.0
M9356	8	6074.0
M12122	10	6074.0
M13126	10	6075.0
P2926	8	6075.0
F11645	10	6075.0
F11598	10	6076.0
M10895	10	6076.0
P2429	10	6077.0
F11218	9	6077.0
M9396	9	6077.0
F9215	9	6078.0
P1686	10	6078.0
M9735	9	6079.0
M11505	8	6079.0
M9498	9	6080.0
M8281	8	6080.0
F10585	9	6081.0
F11591	10	6081.0
F6058	6	6081.0
M10258	9	6082.0
M10306	10	6082.0
M10282	10	6083.0
M3419	10	6083.0
M11068	10	6083.0
F10196	10	6084.0
M3420	10	6084.0
M10089	8	6085.0
M12723	10	6085.0
M12686	10	6085.0
M13109	10	6086.0
M11088	10	6086.0
F10533	10	6087.0
M11772	10	6088.0
F10954	9	6088.0
F10389	10	6089.0
F11716	9	6089.0
M10237	10	6089.0
F9245	9	6090.0
F10377	10	6091.0
M10344	10	6091.0
M11959	10	6091.0
P1932	10	6091.0
F11274	9	6092.0
M13206	10	6093.0
M9817	9	6093.0
M11428	10	6094.0
M10676	10	6095.0
F10532	10	6095.0
F11375	10	6096.0
M9350	9	6096.0
M12340	10	6097.0
M9384	9	6098.0
M10669	10	6098.0
M13067	10	6098.0
M9836	9	6099.0
M13071	10	6099.0
P1435	6	6099.0
M10296	10	6100.0
M10185	10	6101.0
M13242	9	6101.0
M10229	10	6102.0
M9787	9	6103.0
F10526	10	6103.0
M11597	10	6103.0
F9383	9	6104.0
M9779	9	6104.0
M4819	4	6104.0
F10525	10	6104.0
P1190	9	6105.0
M11340	10	6106.0
M9337	9	6106.0
M9290	9	6107.0
F9084	9	6109.0
M9351	7	6109.0
F11382	10	6110.0
F11624	10	6110.0
F11625	10	6110.0
M9627	9	6111.0
P1113	10	6111.0
M10370	10	6111.0
M10397	10	6111.0
F6079	10	6112.0
M12854	10	6113.0
M9625	9	6113.0
F11447	8	6113.0
F10484	9	6113.0
M12644	10	6113.0
F9277	9	6113.0
F8020	7	6114.0
M12597	10	6114.0
M11908	10	6115.0
M8153	8	6115.0
M10260	10	6115.0
M10597	10	6115.0
M9261	9	6116.0
M9215	9	6117.0
F10967	10	6118.0
F11258	9	6118.0
F11118	10	6119.0
M9374	9	6120.0
F10011	10	6120.0
M11496	10	6120.0
M12766	10	6121.0
M10381	10	6121.0
F9177	9	6121.0
M11034	10	6122.0
M10797	10	6123.0
M11302	10	6123.0
M11161	10	6123.0
M10914	10	6124.0
M11901	10	6124.0
M12742	9	6124.0
F10680	9	6124.0
M10555	10	6124.0
F11606	10	6125.0
M10113	10	6125.0
M10313	10	6125.0
P2942	9	6125.0
M13342	9	6126.0
F11393	10	6127.0
M12386	10	6127.0
M9635	9	6128.0
M11846	10	6128.0
M11186	10	6129.0
P2169	9	6129.0
M12227	10	6129.0
F10057	10	6130.0
P2940	9	6130.0
P1224	10	6130.0
F11175	9	6130.0
F9149	9	6131.0
M11473	10	6132.0
F11678	9	6132.0
P1124	9	6133.0
M12377	9	6133.0
F9188	9	6133.0
M12232	10	6134.0
F10943	9	6134.0
M8700	8	6134.0
M11192	10	6134.0
M10783	10	6134.0
M12015	9	6134.0
F11725	10	6135.0
M11949	10	6135.0
M12100	9	6135.0
M12796	10	6136.0
F10909	9	6136.0
P1865	10	6136.0
M11753	10	6136.0
M12088	10	6137.0
M10511	10	6137.0
F10227	10	6137.0
M8016	8	6137.0
M11467	10	6138.0
M11089	10	6138.0
M12156	10	6138.0
M12069	10	6138.0
P3015	10	6139.0
M11705	10	6140.0
P1864	10	6140.0
M9281	9	6140.0
M9905	9	6140.0
F10517	10	6141.0
P1210	9	6141.0
M11966	10	6141.0
F10215	10	6142.0
F11642	10	6143.0
F10516	10	6143.0
M9119	9	6143.0
M9150	9	6143.0
M13271	10	6143.0
M10001	10	6143.0
M10386	10	6144.0
M10541	10	6144.0
M11305	10	6145.0
M11639	10	6145.0
M11619	10	6145.0
F9041	9	6146.0
M7094	7	6146.0
M12307	9	6147.0
M6919	6	6148.0
M9841	9	6148.0
M11245	10	6148.0
F10914	10	6148.0
M10643	10	6148.0
M11433	9	6149.0
M11069	10	6150.0
M7392	7	6150.0
F10069	10	6150.0
P1809	9	6151.0
M9672	9	6151.0
F10857	9	6152.0
M12298	10	6152.0
F11122	9	6152.0
M12534	10	6153.0
M12871	9	6153.0
P2264	10	6154.0
M9899	9	6155.0
F8136	8	6156.0
M10549	10	6157.0
F11386	10	6157.0
F12452	9	6157.0
M10253	10	6158.0
M9475	9	6159.0
F11418	9	6160.0
F10545	9	6160.0
M11138	10	6161.0
F10435	10	6161.0
M10101	10	6162.0
F10903	10	6162.0
F11529	10	6162.0
M10650	10	6163.0
M12602	10	6164.0
F10331	10	6164.0
M11702	10	6164.0
M11574	10	6165.0
M10675	10	6165.0
M13368	10	6165.0
M11575	10	6165.0
M9431	9	6166.0
F10983	9	6166.0
F11623	10	6167.0
F11321	9	6167.0
F9223	9	6168.0
M10872	10	6168.0
F9256	9	6169.0
M9454	9	6169.0
F11420	9	6170.0
F10800	9	6171.0
F10598	9	6172.0
M11198	10	6174.0
M10359	10	6175.0
M11194	10	6175.0
F9178	9	6176.0
M9610	9	6177.0
P2744	10	6178.0
M10153	10	6178.0
F10145	10	6178.0
F9046	9	6180.0
F11189	10	6181.0
M11710	10	6181.0
P2388	3	6181.0
F9384	9	6182.0
M4605	9	6183.0
M13200	10	6184.0
F11626	9	6185.0
M10031	9	6185.0
M11447	10	6186.0
P1689	9	6186.0
M12655	10	6187.0
P2949	8	6187.0
F11440	9	6187.0
F9210	9	6187.0
M9372	9	6188.0
M13119	10	6189.0
M8652	8	6189.0
M9727	9	6190.0
F7093	7	6191.0
F10555	10	6192.0
F9030	9	6192.0
M11446	10	6193.0
F9013	9	6193.0
M13179	10	6193.0
M9978	9	6193.0
M11561	10	6194.0
M12226	10	6194.0
M11565	10	6194.0
M10698	10	6197.0
F11138	9	6197.0
M11718	10	6197.0
M9744	9	6198.0
M10213	10	6198.0
M10018	10	6199.0
M4920	10	6199.0
P1381	10	6200.0
M11667	10	6201.0
P1384	10	6201.0
M11241	8	6202.0
M11217	8	6203.0
F10195	10	6203.0
M13175	10	6203.0
M9724	9	6204.0
M13281	10	6206.0
M10373	10	6207.0
M10862	10	6207.0
M9756	9	6207.0
M13210	9	6207.0
M10800	10	6207.0
M13167	10	6208.0
M12116	10	6208.0
M10827	10	6208.0
F10849	10	6208.0
M10998	10	6209.0
M10208	10	6209.0
M11199	10	6210.0
M11738	10	6210.0
F11291	10	6210.0
F11044	9	6211.0
F11470	10	6212.0
M7604	7	6213.0
M11982	10	6213.0
M11055	10	6213.0
P2263	10	6213.0
M4498	4	6214.0
P2410	10	6215.0
M9348	9	6215.0
F11622	9	6216.0
M11875	9	6217.0
M12051	10	6217.0
M11874	9	6218.0
M11404	10	6218.0
F11217	8	6218.0
M10859	10	6219.0
P1838	10	6219.0
P1574	10	6220.0
P2256	10	6220.0
M10007	10	6220.0
M9863	9	6221.0
M11756	10	6221.0
M12070	10	6221.0
F9238	9	6222.0
F10728	10	6222.0
M11751	10	6222.0
M10882	10	6223.0
M12569	7	6223.0
M10209	10	6223.0
M11160	10	6223.0
M10190	10	6224.0
M10513	10	6224.0
F10574	9	6224.0
M10129	10	6224.0
M12894	10	6224.0
M9203	9	6225.0
M10719	10	6225.0
F10157	10	6225.0
M9227	9	6225.0
F11285	10	6226.0
M10878	10	6226.0
M10861	10	6226.0
P2131	5	6226.0
P1815	9	6226.0
F11524	10	6227.0
M10671	10	6227.0
P2382	10	6227.0
F10779	10	6228.0
M9135	9	6228.0
F10283	9	6229.0
F11466	10	6229.0
F11117	10	6229.0
M12858	8	6229.0
M11466	10	6230.0
F10540	10	6230.0
M11969	10	6230.0
F10503	10	6230.0
F10282	10	6230.0
M6143	6	6230.0
